Date : 2023-09-18 10:18:24
Directory : /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src
Total : 162 files,  28479 codes, 213 comments, 910 blanks, all 29602 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/LeftToolbar.tsx               | TypeScript JSX     |         95 |          0 |          8 |        103 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/RightToolbar.tsx              | TypeScript JSX     |         31 |          0 |          6 |         37 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/Section.tsx                   | TypeScript JSX     |         37 |          0 |          5 |         42 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/Toolbar.tsx                   | TypeScript JSX     |         17 |          0 |          8 |         25 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Divider.tsx                                  | TypeScript JSX     |         11 |          0 |          8 |         19 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/DragDropFile.tsx                             | TypeScript JSX     |         32 |         35 |          8 |         75 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Checkbox.tsx                            | TypeScript JSX     |         74 |          0 |         12 |         86 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Combobox.tsx                            | TypeScript JSX     |         73 |          0 |          8 |         81 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Counter.tsx                             | TypeScript JSX     |         73 |          0 |         11 |         84 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/IconInput.tsx                           | TypeScript JSX     |         36 |          0 |          5 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Input.tsx                               | TypeScript JSX     |        105 |          0 |         11 |        116 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Range.tsx                               | TypeScript JSX     |         35 |          0 |          6 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/SwitchButton.tsx                        | TypeScript JSX     |         88 |          0 |         11 |         99 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Forms/GameForm.tsx                           | TypeScript JSX     |         86 |          0 |         13 |         99 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Forms/PlayerForm.tsx                         | TypeScript JSX     |         54 |          0 |          7 |         61 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Forms/TeamForm.tsx                           | TypeScript JSX     |         40 |          1 |         10 |         51 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Image.tsx                                    | TypeScript JSX     |         14 |          0 |          4 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/List.tsx                                     | TypeScript JSX     |         25 |          0 |          4 |         29 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Control.tsx                      | TypeScript JSX     |        107 |          0 |         17 |        124 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Index.tsx                        | TypeScript JSX     |         60 |          0 |         14 |         74 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Player.tsx                       | TypeScript JSX     |         44 |          0 |         10 |         54 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Playlist.tsx                     | TypeScript JSX     |        308 |          1 |         16 |        325 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/Index.tsx                     | TypeScript JSX     |         25 |          0 |          6 |         31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Control.tsx       | TypeScript JSX     |         54 |          0 |         12 |         66 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Explorer.tsx      | TypeScript JSX     |         88 |          2 |         20 |        110 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Index.tsx         | TypeScript JSX     |         53 |          3 |          7 |         63 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/MediaItem.tsx     | TypeScript JSX     |         58 |          0 |         11 |         69 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Zone.tsx          | TypeScript JSX     |          9 |          0 |          5 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/EditableField.tsx      | TypeScript JSX     |         33 |          0 |          9 |         42 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/Signal.tsx             | TypeScript JSX     |         85 |          0 |          8 |         93 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/signalFinder/Index.tsx | TypeScript JSX     |         46 |          0 |          9 |         55 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/signalMeter/Index.tsx  | TypeScript JSX     |         58 |          0 |          6 |         64 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Tables/Index.tsx                             | TypeScript JSX     |         56 |          0 |          9 |         65 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/TagFinder/Index.tsx                          | TypeScript JSX     |         14 |          0 |          7 |         21 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/TagFinder/TagReader.tsx                      | TypeScript JSX     |         31 |          0 |          6 |         37 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/Clock.tsx                         | TypeScript JSX     |         31 |          3 |          7 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/DarkModeToggle.tsx                | TypeScript JSX     |         18 |          0 |          2 |         20 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/Links.tsx                         | TypeScript JSX     |         30 |          0 |          7 |         37 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/Navbar.tsx                        | TypeScript JSX     |         12 |          0 |          4 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/configs/ip.ts                                           | TypeScript         |          5 |          0 |          2 |          7 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/Cross.tsx                                         | TypeScript JSX     |         45 |          0 |          6 |         51 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/Game.tsx                                          | TypeScript JSX     |         98 |          2 |         10 |        110 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/MusicBox.tsx                                      | TypeScript JSX     |          9 |          0 |          3 |         12 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/Player.tsx                                        | TypeScript JSX     |          7 |          0 |          4 |         11 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/Relay.tsx                                         | TypeScript JSX     |          7 |          0 |          3 |         10 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/Setting.tsx                                       | TypeScript JSX     |          7 |          0 |          3 |         10 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/TagFinder.tsx                                     | TypeScript JSX     |          9 |          0 |          3 |         12 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/_app.tsx                                          | TypeScript JSX     |         14 |          1 |          5 |         20 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/_document.tsx                                     | TypeScript JSX     |         12 |          0 |          2 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/api/cross.ts                                      | TypeScript         |         22 |          1 |          5 |         28 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/api/hello.ts                                      | TypeScript         |         10 |          1 |          3 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/index.tsx                                         | TypeScript JSX     |         91 |          2 |         14 |        107 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/index.ts                                          | TypeScript         |         11 |          2 |          5 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/cross.ts                                 | TypeScript         |         72 |          5 |         11 |         88 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/forms/gameForm.ts                        | TypeScript         |         53 |          0 |          5 |         58 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/forms/playerForm.ts                      | TypeScript         |         68 |          4 |          8 |         80 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/forms/teamForm.ts                        | TypeScript         |         29 |          0 |          6 |         35 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/goblinFinder.ts                          | TypeScript         |         19 |          6 |          7 |         32 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/index.ts                                 | TypeScript         |         18 |          3 |          5 |         26 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/reciever.ts                              | TypeScript         |         35 |          4 |          7 |         46 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/theme.ts                                 | TypeScript         |         26 |          7 |          8 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/styles/fonts.css                                        | CSS                |          4 |          0 |          0 |          4 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/styles/globals.css                                      | CSS                |         20 |          2 |          4 |         26 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/utils/crossAPI.ts                                       | TypeScript         |         60 |          0 |         15 |         75 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/tailwind.config.js                                          | JavaScript         |          9 |          1 |          1 |         11 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/tsconfig.json                                               | JSON with Comments |         19 |          5 |          0 |         24 |
| Total                                                                                                                                                                       |                    |     28,479 |        213 |        910 |     29,602 |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
